Customers,Number of Users,Invoice Date,Invoice #,Invoice Amount,Subscription,Account Code ,Dates of service ,Address,State,Lat,Long
John P. Ellbogen Foundation,50.0,8/21/2017,56,"$6,300.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/21/17 to 8/31/20,"P.O. Box 1670, Laramie, KY 82073",KY,41.27981,-105.59022
Kansas State University,500.0,7/25/2017,51,"$7,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/25/17 to 7/31/18,"261 Bluemont Hall, Manhattan, KS 66506",KS,39.189982,-96.57884200000001
Kansas State University,,12/4/2018,164,"$7,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/18 to 7/31/19,"261 Bluemont Hall, Manhattan, KS 66506",KS,39.189982,-96.57884200000001
Kansas State University,50.0,10/1/2019,227,"$6,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/31/19 to 7/31/20,"261 Bluemont Hall, Manhattan, KS 66506",KS,39.189982,-96.57884200000001
Kansas State University,500.0,6/3/2020,NB060320,"$7,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/31/2020 to 07/31/2021,"261 Bluemont Hall, Manhattan, KS 66506",KS,39.189982,-96.57884200000001
Kennesaw State University,100.0,8/29/2016,AJ545,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/16/16 to 8/31/17,"1000 Chastain Rd NW, Kennesaw, GA 30144",GA,34.033208,-84.581906
Kennesaw State University,35.0,6/1/2018,131,"$2,850.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/18 to 9/30/18,"1000 Chastain Rd NW, Kennesaw, GA 30144",GA,34.033208,-84.581906
Kennesaw State University,50.0,5/24/2019,192,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/1/19 to 5/31/20,"1000 Chastain Rd NW, Kennesaw, GA 30144",GA,34.033208,-84.581906
Kennesaw State University,100.0,5/21/2020,NB052120,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/1/2020 to 05/31/2021,"1000 Chastain Rd NW, Kennesaw, GA 30144",GA,34.033208,-84.581906
Kentucky Community & Technical College,1419.0,3/23/2020,NB032320A,"$3,922.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/20/2020 to 6/30/2020,"300 North Main Street, Versailles, KY  40383",KY,38.058479,-84.727961
Kentucky Community & Technical College,985.0,8/13/2020,NB081320E,"$11,350.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/17/2020 to 8/31/2021,"300 North Main Street, Versailles, KY  40383",KY,38.058479,-84.727961
Kentucky Epsb,,9/12/2017,67,"$7,560.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 6/30/17 to 6/30/20,"300 Sower Blvd, Frankfort, KY 40601",KY,38.187538,-84.84676400000001
Kutztown University Of Pennsylvania,500.0,8/25/2020,NB082520R,"$6,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/21/2020 to 7/31/2021,"PO Box 730, Kutztown, PA  19530",PA,40.521031,-75.7759
Kutztown University Of Pennsylvania,250.0,8/25/2020,NB082520S,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/21/2020 to 7/31/2021,"PO Box 730, Kutztown, PA  19530",PA,40.521031,-75.7759
Kutztown University Of Pennsylvania,2200.0,3/25/2020,NB032520F,"$5,500.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/25/2020 to 6/30/2020,"PO Box 730, Kutztown, PA  19530",PA,40.521031,-75.7759
Kydoe-Educator Recruitment And Development,27.0,4/9/2020,NB040920C,"$3,810.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 4/8/2020 to 03/31/2023,"300 Sower Blvd, Frankfort, KY  40601",KY,38.184579,-84.848764
Lagrange College,50.0,11/2/2020,NB110220A,$500.00 ,3 Months,4700-0-00-00000-00-0000,3 Mo Subscription 9/1/2020 to 12/1/2020,"601 Broad Street, LaGrange, GA  30240",GA,33.039196000000004,-85.042635
Lake Havasu Usd,50.0,8/7/2017,53,"$6,300.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/4/17 to 7/31/20,"2200 Havasupai Blvd, Lake Havasu City, AZ 86403",AZ,34.497007,-114.33106299999999
Lamar Cisd,200.0,2/16/2017,7,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 2/16/17 to 2/28/18,"3911 AVE I, ROSENBERG, 77471-3901",LA,29.558453999999998,-95.786392
Lebanon Valley College,220.0,9/1/2020,NB090120P,"$3,700.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/24/2020 to 8/31/2020,"101 N. College Avenue, Annville, PA  17003",PA,40.331722,-76.513914
Lee University School Of Music,30.0,8/17/2020,NB081720F,$450.00 ,6 Months,4700-0-00-00000-00-0000,6 Months Subscription 9/1/2020 to 1/31/2021,"1120 N Ocoee St Cleveland, TN 37311",TN,35.165903,-84.87142
Lehigh Carbon Community College,75.0,9/29/2020,NB092920,"$2,250.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/28/2020 to 9/30/2021,"4525 Education Park Dr, Schnecksville, PA 18078",PA,40.664274,-75.612503
Lewis University,150.0,9/1/2020,NB090120E,"$3,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/21/2020 to 8/31/2021,"1 University Parkway, Romeoville, IL 60446-2200",IL,41.605429,-88.079822
Lewis University,50.0,11/3/2020,NB110320,$500.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/21/2020 to 8/31/2021,"1 University Parkway, Romeoville, IL 60446-2200",IL,41.605429,-88.079822
Lorain County Community College,60.0,7/8/2020,NB070820C,$525.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/24/2020 to 11/30/2020,"1005 N. Abbe Rd, Elyria, OH  44035",OH,41.413115000000005,-82.07361800000001
Louisiana Board Of Regents,,3/20/2015,ATLAS 315,"$72,000.00 ",1 Year,4700-0-00-00000-18-0000,1 Year Subscription 3/18/15 to 6/30/16,"1201 N 3rd St #6, Baton Rouge, LA 70802",LA,30.46019,-91.18853
Louisiana Board Of Regents,,12/11/2015,AJ5081,"$67,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/16 to 12/31/17,"1201 N 3rd St #6, Baton Rouge, LA 70802",LA,30.459975,-91.188601
Louisiana State University Baton Rouge,400.0,8/25/2020,NB082520N,"$4,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/4/2020 to 4/30/2021,"223 Peabody Hall, LSU, Baton Rouge, LA  70803",LA,30.414918,-91.180665
Louisiana State University Baton Rouge,150.0,5/13/2020,NB051320A,"$3,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/4/2020 to 04/30/2021,"223 Peabody Hall, LSU, Baton Rouge, LA  70803",LA,30.414918,-91.180665
Louisiana State University Of Alexandria,75.0,8/12/2020,NB081220A,$562.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/12/2020 to 11/12/2020,"8100 US-71, Alexandria, LA 71302",LA,31.197474,-92.42179
Louisiana State University Shreveport,25.0,7/14/2017,47,"$1,750.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/17 to 6/30/18,"One University Pl, Shreveport, LA 71115",LA,32.432158,-93.70181600000001
Louisiana Tech University,25.0,11/7/2017,84,"$2,700.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2017 to 6/30/18,"201 Mayfield Ave, Ruston, LA 71270",LA,32.595875,-92.609638
Lyndonville Central School District,,9/20/2019,221,"$1,880.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/19/19 to 9/30/20,"25 Housel Ave, Lyndonville, NY 14098",NY,43.323493,-78.39410500000001
Manhattanville College,200.0,4/2/2020,NB040220D,$875.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/2/2020 to 6/30/2020,"2900 Purchase Street, Purchase, NY 10577",NY,41.032181,-73.71566800000001
Manhattanville College,200.0,6/2/2020,NB060220A,$875.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 7/1/2020 to 09/30/2020,"2900 Purchase Street, Purchase, NY 10577",NY,41.032181,-73.71566800000001
Manhattanville College,200.0,8/10/2020,NB081020C,$875.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/30/2020 to 12/31/2020,"2900 Purchase Street, Purchase, NY 10577",NY,41.032181,-73.71566800000001
Maricopa Cc District Rio Salado College,1000.0,10/23/2017,80,"$26,250.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 10/20/17 to 10/31/20,"2323 W 14th St, Tempe, AZ 85281",AZ,33.412756,-111.97403700000001
Marietta College,61.0,3/26/2020,NB032620,"$4,830.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 3/24/2020 to 3/31/2023,"215 5th Street, Marietta, OH  45750",OH,39.416484000000004,-81.448914
Marietta College,61.0,3/31/2020,NB033120,$100.00 ,3 Years,4700-0-00-00000-00-0000,3 Years Subscription 3/24/2020 to 3/31/2023,"215 5th Street, Marietta, OH  45750",OH,39.416484000000004,-81.448914
Maryville College,75.0,8/24/2020,NB082420B,$562.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/14/2020 to 12/14/2020,"502 E. Lamar Alexander Parkway, Maryville, TN 37804-5907",TN,35.750561,-83.962582
Medaille College,150.0,9/8/2020,NB091120,"$3,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/8/2020 to 8/31/2021,"18 Agassiz Circle, Buffalo, NY  14214",NY,42.928868,-78.85667600000001
Mercer University,,3/18/2020,NB031820,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/20/2020 to 3/31/2021,"1501 Mercer University Dr., Macon, GA 31207",GA,32.829056,-83.649261
Mercer University,250.0,8/24/2020,NB082420D,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/20/2020 to 3/31/2021,"1501 Mercer University Dr., Macon, GA 31207",GA,32.829056,-83.649261
Mercer University,250.0,8/25/2020,NB082520F,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/20/2020 to 3/31/2021,"1501 Mercer University Dr., Macon, GA 31207",GA,32.829056,-83.649261
Meredith College,10.0,8/25/2020,NB082520L,$800.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/25/2020 to 11/25/2020,"3800 Hillsborough Street, Raleigh, NC  27607",NC,35.79844,-78.688283
Metro Resa,425.0,9/18/2020,NB091820,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/18/2020 to 9/30/2021,"1870 Teasley Drive, Smyrna, GA  30080",GA,33.885073,-84.499643
Metro Resa,200.0,9/18/2020,NB091820A,"$3,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/18/2020 to 9/30/2021,"1870 Teasley Drive, Smyrna, GA  30080",GA,33.885073,-84.499643
Miami University,350.0,10/1/2020,NB100120E,"$1,250.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/15/2020 to 12/15/2020,"210 East Spring Street, Oxford, MI 45056",MI,42.820464,-83.250381
Miami University-Oxford,100.0,8/23/2016,AJ543,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/22/16 to 8/31/17,"501 E High St, Oxford, OH 45056",OH,39.509498,-84.734465
Middle Tennessee State University,350.0,8/10/2017,54,"$12,600.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/15/17 to 8/15/20,"Box 14,1301 E. Main Street, Murfreesboro, TN 37129",TN,35.847744,-86.363676
Middle Tennessee State University,350.0,8/19/2020,NB081920B,"$12,600.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/31/2020 to 8/31/2023,"Box 14,1301 E. Main Street, Murfreesboro, TN 37129",TN,35.847744,-86.363676
Middlesex County College,90.0,10/7/2020,NB100820C,$200.00 ,30 Days,4700-0-00-00000-00-0000,30 Days 10/15/2020 to 11/14/2020,"History & Social Sciences Dept., Raritan Hall, Edison, NJ 08818                 ",NJ,40.528484000000006,-74.387668
Midland University,150.0,3/20/2020,NB032020A,$875.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/19/2020 to 6/30/2020,"900 N Clarkson St. Fremont, NE 68025",NE,41.437593,-96.489772
Millersville University Of Pennsylvania,250.0,3/31/2020,NB033120A,"$1,666.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 3/27/2020 to 8/31/2020,"P.O. Box 1002, Millersville, PA  17551-0302",PA,40.006036,-76.360078
Milligan College,50.0,1/8/2018,167,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/19 to 1/31/20,"101 Neth Dr, Milligan College, TN 37682",TN,36.302021999999994,-82.294791
Milligan College,,1/9/2018,93,,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/9/18 to 1/13/19,"101 Neth Dr, Milligan College, TN 37682",TN,36.302021999999994,-82.294791
Milligan College,50.0,1/14/2020,252,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/2020 to 1/31/2021,"101 Neth Dr, Milligan College, TN 37682",TN,36.302021999999994,-82.294791
Minnesota State University Moorhead,150.0,9/11/2020,NB091120F,"$3,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"1104 7th Ave. S. Moorhead, MN  56563",MN,46.867375,-96.76393900000001
Minnesota State University Moorhead,10.0,10/1/2020,NB100120A,$100.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"1104 7th Ave. S. Moorhead, MN  56563",MN,46.867375,-96.76393900000001
Mississippi Dept Of Education,25.0,2/9/2017,5,"$4,999.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 02/03/17 to 02/03/20,"359 N West St, Jackson, MS 39201",MS,32.302802,-90.183909
Mississippi State University,75.0,11/18/2016,AJ555,"$4,750.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 9/1/17 to 8/31/20,"75 B. S. Hood Road, Mississippi State, MS 39762",MS,33.453832,-88.794057
Mississippi State University Meridian,50.0,4/23/2020,NB042320A,$500.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/21/2020 to 7/21/2020,"1000 Highway 19 North, Meridian, MS  39307",MS,32.349157,-88.71589300000001
Mississippi State University Meridian,50.0,7/9/2020,NB070920,"$1,000.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/21/2020 to 12/31/2020,"1000 Highway 19 North, Meridian, MS  39307",MS,32.349157,-88.71589300000001
Mississippi State University Meridian,100.0,9/13/2020,NB091320D,"$1,000.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 07/21/2020 to 01/31/2021,"1000 Highway 19 North, Meridian, MS  39307",MS,32.349157,-88.71589300000001
Mississippi State University Meridian,40.0,10/22/2020,NB102020A,$100.00 ,6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/21/2020 to 1/31/2021,"1000 Highway 19 North, Meridian, MS  39307",MS,32.349157,-88.71589300000001
"Mississippi State University, College Of Education",450.0,8/12/2020,NB081220B,"$6,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/10/2020 to 7/31/2021,"75 B. S. Hood Road, Mississippi State, MS 39762",MS,33.453832,-88.794057
"Mississippi State University, College Of Education",250.0,8/25/2020,NB082520Q,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/10/2020 to 7/31/2021,"75 B. S. Hood Road, Mississippi State, MS 39762",MS,33.453832,-88.794057
Modesto Junior College,150.0,9/1/2020,NB090820L,"$1,500.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 8/31/2020 to 02/28/2021,"435 College Ave, Modesto, CA 95350",CA,37.651309999999995,-121.009726
Monroe County School District,250.0,9/4/2019,214,"$2,710.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 9/3/19 to 8/31/22,"25 Brooklyn Avenue Forsyth, GA 31029",GA,33.032915,-83.932551
Montclair State University,400.0,3/27/2020,NB032720,"$1,375.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/20/2020 to 6/30/2020,"1 Normal Ave., Montclair, NJ 07043",NJ,40.859162,-74.198483
Montclair State University,106.0,4/2/2020,NB040220,$265.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/20/2020 to 6/30/2020,"1 Normal Ave., Montclair, NJ 07043",NJ,40.859162,-74.198483
Montclair State University,50.0,7/1/2020,NB070120,"$1,000.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/1/2020 to 12/31/2020,"1 Normal Ave., Montclair, NJ 07043",NJ,40.859162,-74.198483
Morehead State University,100.0,6/23/2015,AJ502,"$3,500.00 ",1 Year,4700-0-00-00000-17-0000,1 Year Subscription 6/10/15 to 6/30/16,"150 University Blvd, Morehead, KY 40351",KY,38.184921,-83.434441
Morehead State University,100.0,8/23/2016,AJ541,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/18/16 to 8/31/17,"150 University Blvd, Morehead, KY 40351",KY,38.186526,-83.43560500000001
Morehead State University,100.0,6/15/2017,40,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/17 to 8/21/18,"150 University Blvd, Morehead, KY 40351",KY,38.186526,-83.43560500000001
Morehead State University,200.0,4/15/2020,NB041520H,$875.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,"150 University Blvd, Morehead, KY 40351",KY,38.184921,-83.434441
Morehead State University,100.0,9/24/2020,NB092420A,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/7/2020 to 6/30/2021,"150 University Blvd, Morehead, KY 40351",KY,38.184921,-83.434441
Morehead State University,200.0,7/8/2020,NB070820B,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/7/2020 to 6/30/2021,"150 University Blvd, Morehead, KY 40351",KY,38.184921,-83.434441
Morgan State University,75.0,9/1/2020,NB090120J,"$2,250.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/1/2020 to 8/31/2021,"1700 E Cold Spring Ln, Baltimore, MD 21251",MD,39.343077,-76.584521
Murray State University,425.0,9/1/2020,NB090120D,"$5,750.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/21/2020 to 8/31/2021,"3101 C Alexander Hall, Murray, KY 42071",KY,36.628813,-88.32239100000001
Murray State University,580.0,3/30/2020,NB033020C,"$1,825.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/30/2020 to 6/30/2020,"3101 C Alexander Hall, Murray, KY 42071",KY,36.628813,-88.32239100000001
Murrieta Valley Usd,100.0,5/11/2016,AJ520,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/25/16 to 10/31/17,"41870 McAlby Ct. Murrieta, CA 92562-7021",CA,33.529999,-117.18559099999999
Murrieta Valley Usd,100.0,9/27/2017,69,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/31/17 to 10/31/18,"41870 Mcalby Ct, Murrieta, CA 92562",CA,33.52991,-117.18548
National Louis University,100.0,4/9/2020,NB040920B,$625.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/8/2020 to 6/30/2020,"1905 South 1st Street, Louisville, KY  40292",KY,38.219491,-85.757346
National Louis University,70.0,7/16/2020,NB071620A,"$2,200.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/17/2020 to 8/31/2021,"1905 South 1st Street, Louisville, KY  40292",KY,38.219491,-85.757346
National Louis University,1430.0,9/8/2020,NB090820R,"$15,800.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/24/2020 to 8/31/2021,"1905 South 1st Street, Louisville, KY  40292",KY,38.219491,-85.757346
Nc A&T State University,250.0,5/6/2020,NB050620A,"$10,500.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 4/20/2020 to 04/30/2023,"386 Proctor Hall, 1601 East Market St, Greensboro, NC 27411",NC,36.072981,-79.772479
Nc New Teacher Support Program,,12/7/2018,165,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/18 to 8/31/19,"1038 W.H. Smith Blvd, Suite 102 Greenville, NC  27834",NC,35.597141,-77.400734
Nc New Teacher Support Program,200.0,10/1/2019,226,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,"1038 W.H. Smith Blvd, Suite 102 Greenville, NC  27834",NC,35.597141,-77.400734
Nea Vermont,,3/24/2016,AJ515,"$4,200.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/22/16 to 3/31/17,"10 Wheelock St, Montpelier, VT 05602",VT,44.248238,-72.56259200000001
New York University,100.0,6/30/2016,AJ536,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/22/16 to 6/30/17,"New York, NY 10003",NY,40.731274,-73.990999
New York University,300.0,12/4/2017,91,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/17 to 7/31/17,"New York, NY 10003",NY,40.731274,-73.990999
New York University,,5/29/2018,129,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 07/31/18 to 07/31/19,"New York, NY 10003",NY,40.731274,-73.990999
New York University,300.0,7/1/2019,200,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/31/19 to 7/31/20,"New York, NY 10003",NY,40.731274,-73.990999
New York University-Steinhardt,300.0,6/4/2020,NB060420,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/31/2020 to 07/31/2021,"70 Washington Square South, NY, NY  10003",NY,40.729393,-73.99713
Nhti-Concord’S Community College,50.0,11/4/2020,NB110420B,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 yr Subscription 11/3/2020 to 10/31/2021,"31 College Drive, Concord, NH  03301",NH,43.224613,-71.53151700000001
Niagara University,250.0,10/7/2020,NB100820,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/2020 to 9/30/2021,"ACAD 225, Niagara University, NY  14109",NY,43.1364,-79.03545
Niagara University,30.0,10/19/2020,NB101920B,$410.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/2020 to 9/30/2021,"ACAD 225, Niagara University, NY  14109",NY,43.1364,-79.03545
Niagara University,30.0,10/28/2020,NB102320,$300.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/2020 to 9/30/2021,"ACAD 225, Niagara University, NY  14109",NY,43.1364,-79.03545
Nm Nbct Network,,4/25/2018,120,"$1,700.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/23/18 to 3/31/18,,,,
Nm Nbct Network,200.0,9/12/2019,217,"$1,200.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,,,,
Nm Northern Coalition,,5/7/2018,125,$300.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/1/18 to 8/31/19,,,,
Nm Nt Santa Fe Public School,25.0,1/17/2018,95,$250.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/9/18 to 1/13/19,"610 Alta Vista St, Santa Fe, NM 87505",NM,35.669625,-105.952009
Nm Nt Santa Fe Public School,,5/1/2018,123,$500.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/1/18 to 8/31/19,"610 Alta Vista St, Santa Fe, NM 87505",NM,35.669625,-105.952009
Nm Nt Santa Fe Public School,10.0,11/20/2019,244,$250.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/19 to 11/30/20,"610 Alta Vista St, Santa Fe, NM 87505",NM,35.669625,-105.952009
North Carolina Central University,150.0,8/13/2020,NB081320F,$750.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,"700 Cecil St., Durham, NC 27707",NC,35.969976,-78.896305
North Carolina Central University,150.0,9/8/2020,NB090820W,$375.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,"700 Cecil St., Durham, NC 27707",NC,35.969976,-78.896305
North Carolina Central University,200.0,11/19/2020,NB111920A,"$1,750.00",6 Months,4700-0-00-00000-00-0000,6 Mon Subscription 2/1/2021 to 7/31/2021,"700 Cecil St., Durham, NC 27707",NC,,
North Carolina State University,300.0,4/6/2018,111,"$5,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/5/18 to 3/31/19,"Raleigh, NC 27695",NC,35.78502,-78.66534
North Carolina State University,300.0,11/26/2018,NB181127,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/19 to 7/31/19,"Raleigh, NC 27695",NC,35.78502,-78.66534
North Carolina State University,450.0,9/8/2020,NB090820A,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,"Raleigh, NC 27695",NC,35.78502,-78.66534
North Central College,100.0,8/17/2020,NB081720D,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/5/2020 to 7/31/2021,"30 N Brainard St, Naperville, IL 60540",IL,41.776234,-88.143287
Northampton County Public Schools,100.0,5/11/2016,AJ521,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/11/16 to 6/30/2017,"7207 Young Street, Machipongo, VA 23405",VA,37.403801,-75.910387
Northampton County Public Schools,100.0,5/12/2017,28,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/17 to 6/30/18,"7207 Young Street, Machipongo, VA 23405",VA,37.403801,-75.910387
Northampton County Public Schools,100.0,4/10/2018,113,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/18 to 6/30/19,"7207 Young Street, Machipongo, VA  23405",VA,37.403801,-75.910387
Northampton County Public Schools,100.0,5/15/2019,185,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/19 to 6/30/20,"7207 Young Street, Machipongo, VA  23405",VA,37.403801,-75.910387
Northampton County Public Schools,100.0,5/19/2020,NB051920,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 06/30/2021,"7207 Young Street, Machipongo, VA  23405",VA,37.403801,-75.910387
Northeastern Illinois University,500.0,6/25/2020,NB062520B,"$6,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/4/2020 to 7/31/2021,"5500 N St., Louis Ave., Chicago, IL  60625",IL,41.981343,-87.718562
Northern Arizona University,100.0,6/16/2020,NB061620B,$625.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/17/2020 to 11/17/2020,"PO Box 5697, Flagstaff, AZ  86011",AZ,35.186310999999996,-111.65406499999999
Northern Illinois University,738.0,10/7/2020,NB100820B,"$8,880.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/17/2020 to 9/30/2021,"Lowden Hall 204, DeKalb, IL  60115",IL,41.934286,-88.749661
Northern Virginia Community College,200.0,9/13/2020,NB091320F,"$1,750.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 10/1/2020 to 03/31/2021,"10950 Campus Drive, Manassas, VA  20109-2399",VA,38.810761,-77.513366
