Customers,ID,Number of Users,Invoice Date,Invoice #,Year,Month,Invoice Amount,Subscription,2021 Prediction,Lost Customer,Customers Status,Account Code ,Dates of service ,Address,State,Lat,Long
Georgia College and State University,114,15.0,1/6/16,AJ509,2016,January,$750.00 ,1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 01/01/16 to 01/31/17,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
Georgia College and State University,114,15.0,1/6/16,AJ509,2016,January,$750.00 ,1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 01/01/16 to 01/31/17,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
Georgia College and State University,114,130.0,11/19/18,160,2018,November,"$2,800.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 11/16/18 to 11/31/19,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
Georgia College and State University,114,135.0,1/28/19,170,2019,January,"$1,000.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 11/15/18 to 11/30/19,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
Georgia College and State University,114,135.0,1/13/20,251,2020,January,"$2,350.00 ",1 Year,"$2,350.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 1/31/2020 to 1/31/2021,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
Georgia College and State University,114,135.0,1/7/21,NB010721,2021,January,"$2,350.00",1 Year,,,Returning,4700-0-00-00000-00-0000,1 yr Subscription 1/1/2021 to 12/31/2021,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
Georgia Gwinnett College,115,300.0,6/19/17,42,2017,June,"$4,500.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 11/30/17 to 11/30/18,"1000 University Center Ln, Lawrenceville, GA 30043",GA,33.980705,-84.00120799999999
Georgia Gwinnett College,115,300.0,9/24/18,152,2018,September,"$4,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 11/30/18 to 11/30/19,"4822 E Palmetto St, Florence, SC 29506",SC,34.05945,-84.05721199999999
Georgia Gwinnett College,115,150.0,11/19/19,243,2019,November,"$2,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 12/1/19 to 11/30/19,"1000 University Center Ln, Lawrenceville, GA 30043",GA,33.980705,-84.00120799999999
Georgia Gwinnett College,115,100.0,3/25/20,NB032520E,2020,March,$250.00 ,3 Months,,,Returning,4700-0-00-00000-00-0000,3 Months Subscription 3/24/2020 to 6/30/2020,"1000 University Center Ln, Lawrenceville, GA 30043",GA,33.980705,-84.00120799999999
Georgia Gwinnett College,115,115.0,8/10/20,NB081020,2020,August,"$1,150.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 12/1/2019 to 11/30/2020,"1000 University Center Ln, Lawrenceville, GA 30043",GA,33.980705,-84.00120799999999
Georgia Gwinnett College,115,15.0,8/25/20,NB082520B,2020,August,$150.00 ,1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 12/1/2019 to 11/30/2020,"1000 University Center Ln, Lawrenceville, GA 30043",GA,33.980705,-84.00120799999999
Georgia Gwinnett College,115,300.0,11/24/20,NB112420A,2020,November,"$4,300.00",1 Year,"$5,600.00",,Returning,4700-0-00-00000-00-0000,1 yr Subscription 11/30/2020 to 11/30/2021,"1000 University Center Ln, Lawrenceville, GA 30043",GA,33.980705,-84.00120799999999
Georgia Southern University,116,50.0,5/15/19,188,2019,May,"$5,250.00 ",3 Years,,,New,4700-0-00-00000-00-0000,3 Years Subscription 5/31/19 to 5/31/22,"1332 Southern Dr, Statesboro, GA 30458",GA,32.426159999999996,-81.784036
Georgia Southern University,116,50.0,5/29/19,193,2019,May,"$2,000.00 ",3 Years,,,Returning,4700-0-00-00000-00-0000,3 Years Subscription 5/31/19 to 5/31/22,"1332 Southern Dr, Statesboro, GA 30458",GA,32.426159999999996,-81.784036
Georgia Southern University,116,300.0,4/6/20,NB040320,2020,April,"$3,000.00 ",3 Years,,,Returning,4700-0-00-00000-00-0000,3 Years Subscription 5/31/2019 to 05/31/2022,"1332 Southern Dr, Statesboro, GA 30458",GA,32.426159999999996,-81.784036
Georgia Southwestern State University,117,50.0,4/10/19,182,2019,April,"$7,350.00 ",3 Years,,,New,4700-0-00-00000-00-0000,3 Years Subscription 4/10/19 to 3/31/22,"800 Georgia Southwestern State University Drive, Americus, GA 31709",GA,32.056276000000004,-84.216298
Gettysburg College,118,50.0,9/8/20,NB090820O,2020,September,"$2,000.00 ",1 Year,"$2,000.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"300 N Washington St, Gettysburg, PA 17325",PA,39.834953000000006,-77.234305
Governors State University,119,100.0,4/9/19,181,2019,April,"$4,000.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 4/9/19 to 3/31/20,"1 University Pkwy, University Park, IL 60484",IL,41.446696,-87.719756
Governors State University,119,100.0,3/25/20,NB032520C,2020,March,$625.00 ,3 Months,"$4,000.00 ",,Returning,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,"1 University Pkwy, University Park, IL 60484",IL,41.446696,-87.719756
Governors State University,119,200.0,8/20/20,NB082020B,2020,August,"$1,750.00 ",6 Months,,,Returning,4700-0-00-00000-00-0000,6 Months Subscription 7/6/2020 to 1/31/2021,"1 University Pkwy, University Park, IL 60484",IL,41.446696,-87.719756
Governors State University,119,200.0,12/21/20,NB122120C,2020,December,"$1,750.00",6 Months,,,Returning,4700-0-00-00000-00-0000,6 Months Subscription 1/4/2021 to 07/4/2021,"1 University Pkwy, University Park, IL 60484",IL,41.446696,-87.719756
Greenville College,120,100.0,6/20/16,AJ535,2016,June,$750.00 ,1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 6/20/16 to 6/30/17,"315 E College Ave, Greenville, IL 62246",IL,38.892942,-89.410143
Greenville College,120,100.0,7/10/17,45,2017,July,$750.00 ,1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/30/17 to 6/30/18,"315 E College Ave, Greenville, IL 62246",IL,38.892942,-89.410143
Greenville College,120,100.0,4/25/18,118,2018,April,$750.00 ,1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/30/18 to 6/30/19,"315 E College Ave, Greenville, IL 62246",IL,38.892942,-89.410143
Greenville College,120,100.0,5/21/19,190,2019,May,"$1,000.00 ",1 Year,"$1,000.00 ",2020.0,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/30/19 to 6/30/20,"315 E College Ave, Greenville, IL 62246",IL,38.892942,-89.410143
Hanover College,121,70.0,8/28/20,NB082820C,2020,August,$550.00 ,3 Months,,2020.0,New,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 11/30/2020," 359 E Lagrange Rd, Hanover, IN 47243",IN,38.719409000000006,-85.461254
"Harding University, College of Education",122,400.0,8/13/20,NB081320D,2020,August,"$1,375.00 ",3 Months,"$1,375.00 ",,New,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,"915 E Market Ave, Searcy, AR 72149",AR,35.246358,-91.725751
"Harding University, College of Education",122,200.0,1/15/21,NB011521D,2021,January,$875.00,3 Months,,,Returning,4700-0-00-00000-00-0000,3 Mo Subscription 2/1/2021 to 5/31/2021,"915 E Market Ave, Searcy, AR 72149",AR,35.246358,-91.725751
Hartwick College,123,30.0,1/19/21,NB011921,2021,January,$900.00,6 Months,,,New,4700-0-00-00000-00-0000,6 Months Subscription 1/15/2021 to 06/30/2021,"P O Box 4020, Oneonta, NY  13820",NY,42.495940000000004,-75.07467
Hawaii State Teachers Association,124,100.0,10/6/16,AJ550,2016,October,$750.00 ,1 Year,,2017.0,New,4700-0-00-00000-00-0000,1 Year Subscription 10/1/16 to 9/30/17,"1200 Ala Kapuna St, Honolulu, HI 96819",HI,21.36711,-157.90399399999998
Heritage University,125,100.0,11/24/20,NB112420,2020,November,"$6,000.00",3 Years,,,New,4700-0-00-00000-00-0000,3 yr Subscription 11/23/2020 to 11/30/2023,"3240 Fort Road, Toppenish, WA  98948-9562",WA,46.374282,-120.395532
Hobart and William Smith Colleges,126,60.0,9/1/20,NB090120B,2020,September,$525.00 ,3 Months,$525.00 ,2020.0,New,4700-0-00-00000-00-0000,3 Months Subscription 8/24/2020 to 12/4/2020,"300 Pulteney St, Geneva, NY 14456",NY,42.859346,-76.985599
Holyoke Community College,127,50.0,12/8/20,NB120920A,2020,December,"$1,000.00 ",1 Year,$500.00 ,,New,4700-0-00-00000-00-0000,1 yr Subscription 1/1/2021 to 12/31/2021,"303 Homestead Avenue, Holyoke, MA  01040",MA,42.193909999999995,-72.64745
Homewood City Schools,128,50.0,7/2/18,136,2018,July,"$6,300.00 ",3 Years,"$2,100.00 ",,New,4700-0-00-00000-00-0000,3 Years Subscription 8/1/18 to 7/31/21,"450 Dale Avenue, Homewood, AL 35209",AL,33.47746,-86.80564100000001
Hope International University,129,150.0,8/17/20,NB081720C,2020,August,"$1,500.00 ",6 Months,"$1,500.00 ",,New,4700-0-00-00000-00-0000,6 Months Subscription 17/8/2020 to 2/17/2021,"2500 Nutwood Ave, Fullerton, CA 92831",CA,33.877416,-117.88516000000001
Hope International University,129,150.0,1/15/21,NB011521B,2021,January,$750.00,3 Months,,,Returning,4700-0-00-00000-00-0000,3 Mo Subscription 2/18/2021 to 5/18/2021,"2500 Nutwood Ave, Fullerton, CA 92831",CA,33.877416,-117.88516000000001
Houghton College,130,100.0,9/21/20,NB092120C,2020,September,"$2,500.00 ",1 Year,"$2,500.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 10/1/2020 to 9/30/2021,"One Willard Ave, Houghton, NY 14744",NY,42.428005999999996,-78.154758
Hudson Valley Community College,131,10.0,10/2/20,NB100220A,2020,October,$400.00 ,3 Months,$400.00 ,,New,4700-0-00-00000-00-0000,3 Months Subscription 10/2/2020 to 12/31/2020,"80 Vandenburgh Ave, Troy, NY 12180",NY,42.69664,-73.683743
Hudson Valley Community College,131,10.0,1/13/21,NB011321E,2021,January,$400.00,3 Months,,,Returning,4700-0-00-00000-00-0000,3 Mo Subscription 2/12/2021 to 4/30/2021,"80 Vandenburgh Ave, Troy, NY 12180",NY,42.69664,-73.683743
Humboldt State University,132,200.0,8/11/20,NB081120A,2020,August,"$3,500.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 8/12/2020 to 7/31/2021,"1 Harpst St, Arcata, CA 95521",CA,40.874542,-124.079145
Humboldt State University,132,50.0,8/25/20,NB082520O,2020,August,$500.00 ,1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/12/2020 to 7/31/2021,"1 Harpst St, Arcata, CA 95521",CA,40.874542,-124.079145
Humboldt State University,132,35.0,11/16/20,NB111620,2020,November,$350.00,1 Year,"$4,000.00 ",,Returning,4700-0-00-00000-00-0000,1 yr Subscription 8/12/2020 to 7/31/2021,"1 Harpst St, Arcata, CA 95521",CA,40.874542,-124.079145
Humboldt State University – Art Department,133,50.0,9/11/20,NB091120C,2020,September,$500.00 ,3 Months,$500.00 ,2020.0,New,4700-0-00-00000-00-0000,3 Months Subscription 9/8/2020 to 12/8/2020,"1 Harpst St, Arcata, CA 95521",CA,40.874542,-124.079145
Husson University,134,50.0,6/16/20,NB061620D,2020,June,"$1,000.00 ",1 Year,"$1,000.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 06/30/2021,"1 College Cir, Bangor, ME 04401",ME,44.827225,-68.791326
Illinois College,135,250.0,1/11/16,AJ510,2016,January,"$6,500.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 01/07/16 to 01/31/17,"1101 W College Ave, Jacksonville, IL 62650",IL,39.732209999999995,-90.24694699999999
Illinois College,135,50.0,1/9/19,168,2019,January,"$4,200.00 ",3 Years,,,Returning,4700-0-00-00000-00-0000,3 Years Subscription 1/31/19 to 1/31/22,"1101 W College Ave, Jacksonville, IL 62650",IL,39.732209999999995,-90.24694699999999
Illinois College,135,50.0,1/27/20,255,2020,January,$500.00 ,3 Years,,,Returning,4700-0-00-00000-00-0000,3 Years Subscription 1/31/2019 to 1/31/2022,"1101 W College Ave, Jacksonville, IL 62650",IL,39.732209999999995,-90.24694699999999
Illinois National Board Resource Center,136,250.0,5/12/17,27,2017,May,"$10,500.00 ",3 Years,,,New,4700-0-00-00000-00-0000,3 Years Subscription 5/1/17 to 5/1/20,"1101 W College Ave, Jacksonville, IL 62650",IL,39.732209999999995,-90.24694699999999
Illinois National Board Resource Center,136,100.0,3/12/20,NB031220,2020,March,"$6,000.00 ",3 Years,,,Returning,4700-0-00-00000-00-0000,3 Years Subscription 5/1/2020 to 05/01/2023,"1101 W College Ave, Jacksonville, IL 62650",IL,39.732209999999995,-90.24694699999999
Illinois State University Board of Trustees,137,250.0,5/26/16,AJ526,2016,May,"$3,500.00 ",1 Year,,2017.0,New,4700-0-00-00000-00-0000,1 Year Subscription 7/1/16 to 7/30/17,"2020 Illinois State University, Normal, IL USA",IL,41.5028,-87.68429300000001
Indiana University Libraries,138,500.0,8/29/18,148,2018,August,"$7,500.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 8/28/18 to 8/31/19,"Wells Library E350, 1320 10th St, Bloomington, IN 47405",IN,39.170993,-86.516786
Indiana University Libraries,138,500.0,8/23/19,211,2019,August,"$2,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,"Wells Library E350, 1320 10th St, Bloomington, IN 47405",IN,39.170993,-86.516786
Indiana University Libraries,138,500.0,10/16/20,NB101620B,2020,October,"$6,500.00 ",1 Year,"$6,500.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"Wells Library E350, 1320 10th St, Bloomington, IN 47405",IN,39.170993,-86.516786
Ithaca College,139,200.0,4/17/20,NB041720,2020,April,$875.00 ,3 Months,,,New,4700-0-00-00000-00-0000,3 Months Subscription 4/10/2020 to 7/10/2020,"953 Danby Rd., Ithaca, NY 14850",NY,42.42216,-76.500039
Ithaca College,139,200.0,9/13/20,NB091320,2020,September,$875.00 ,3 Months,$875.00 ,2020.0,Returning,4700-0-00-00000-00-0000,3 Months Subscription 9/15/2020 to 11/30/2020,"953 Danby Rd., Ithaca, NY 14850",NY,42.42216,-76.500039
James Madison University College of Education,140,1000.0,3/20/20,NB032020,2020,March,"$2,875.00 ",3 Months,,,New,4700-0-00-00000-00-0000,3 Months Subscription 3/10/2020 to 6/30/2020,"395 S High Street, Harrisburg, VA  22801",VA,38.4448,-78.878649
James Madison University College of Education,140,1300.0,6/11/20,NB061120,2020,June,"$12,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 06/30/2021,"395 S High Street, Harrisburg, VA  22801",VA,38.4448,-78.878649
James Madison University College of Education,140,200.0,6/11/20,NB061120A,2020,June,"$3,344.25 ",1 Year,"$12,500.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 06/30/2021,"395 S High Street, Harrisburg, VA  22801",VA,38.4448,-78.878649
John Carroll University,141,50.0,9/1/20,NB090120R,2020,September,"$1,000.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"1 John Carroll Boulevard, University Heights, OH  44118",OH,41.49021,-81.53125
John Carroll University,141,25.0,9/1/20,NB090120S,2020,September,$500.00 ,1 Year,"$1,500.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"1 John Carroll Boulevard, University Heights, OH  44118",OH,41.49021,-81.53125
John Hopkins University,142,250.0,6/25/19,199,2019,June,"$2,180.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 6/25/19 to 6/30/20,"5801 Smith Avenue, McAuley Bldg., Ste. 310, Baltimore, MD 21209",MD,39.36988,-76.654921
John Hopkins University,142,30.0,6/1/20,NB060120A,2020,June,"$1,800.00 ",1 Year,"$3,980.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 06/30/2021,"5801 Smith Avenue, McAuley Bldg., Ste. 310, Baltimore, MD 21209",MD,39.36988,-76.654921
John P. Ellbogen Foundation,143,50.0,8/21/17,56,2017,August,"$6,300.00 ",3 Years,,,New,4700-0-00-00000-00-0000,3 Years Subscription 8/21/17 to 8/31/20,"P.O. Box 1670, Laramie, KY 82073",KY,41.27981,-105.59022
Kansas State University,144,500.0,7/25/17,51,2017,July,"$7,500.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 7/25/17 to 7/31/18,"261 Bluemont Hall, Manhattan, KS 66506",KS,39.189982,-96.57884200000001
Kansas State University,144,500.0,12/4/18,164,2018,December,"$7,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/1/18 to 7/31/19,"261 Bluemont Hall, Manhattan, KS 66506",KS,39.189982,-96.57884200000001
Kansas State University,144,50.0,10/1/19,227,2019,October,"$6,000.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 7/31/19 to 7/31/20,"261 Bluemont Hall, Manhattan, KS 66506",KS,39.189982,-96.57884200000001
Kansas State University,144,500.0,6/3/20,NB060320,2020,June,"$7,500.00 ",1 Year,"$7,500.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 7/31/2020 to 07/31/2021,"261 Bluemont Hall, Manhattan, KS 66506",KS,39.189982,-96.57884200000001
Kennesaw State University,145,100.0,8/29/16,AJ545,2016,August,$750.00 ,1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 8/16/16 to 8/31/17,"1000 Chastain Rd NW, Kennesaw, GA 30144",GA,34.033208,-84.581906
Kennesaw State University,145,35.0,6/1/18,131,2018,June,"$2,850.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/1/18 to 9/30/18,"1000 Chastain Rd NW, Kennesaw, GA 30144",GA,34.033208,-84.581906
Kennesaw State University,145,50.0,5/24/19,192,2019,May,"$2,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/1/19 to 5/31/20,"1000 Chastain Rd NW, Kennesaw, GA 30144",GA,34.033208,-84.581906
Kennesaw State University,145,100.0,5/21/20,NB052120,2020,May,"$2,500.00 ",1 Year,"$2,500.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/1/2020 to 05/31/2021,"1000 Chastain Rd NW, Kennesaw, GA 30144",GA,34.033208,-84.581906
Kentucky Community & Technical College,146,1419.0,3/23/20,NB032320A,2020,March,"$3,922.00 ",3 Months,,,New,4700-0-00-00000-00-0000,3 Months Subscription 3/20/2020 to 6/30/2020,"300 North Main Street, Versailles, KY  40383",KY,38.058479,-84.727961
Kentucky Community & Technical College,146,985.0,8/13/20,NB081320E,2020,August,"$11,350.00 ",1 Year,"$11,350.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/17/2020 to 8/31/2021,"300 North Main Street, Versailles, KY  40383",KY,38.058479,-84.727961
Kentucky EPSB,147,456.0,9/12/17,67,2017,September,"$7,560.00 ",3 Years,,2020.0,New,4700-0-00-00000-00-0000,3 Years Subscription 6/30/17 to 6/30/20,"300 Sower Blvd, Frankfort, KY 40601",KY,38.187538,-84.84676400000001
Kutztown University of Pennsylvania,148,2200.0,3/25/20,NB032520F,2020,March,"$5,500.00 ",3 Months,"$18,910.00 ",,New,4700-0-00-00000-00-0000,3 Months Subscription 3/25/2020 to 6/30/2020,"PO Box 730, Kutztown, PA  19530",PA,40.521031,-75.7759
Kutztown University of Pennsylvania,148,500.0,8/25/20,NB082520R,2020,August,"$6,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 7/21/2020 to 7/31/2021,"PO Box 730, Kutztown, PA  19530",PA,40.521031,-75.7759
Kutztown University of Pennsylvania,148,250.0,8/25/20,NB082520S,2020,August,"$2,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 7/21/2020 to 7/31/2021,"PO Box 730, Kutztown, PA  19530",PA,40.521031,-75.7759
KYDOE-Educator Recruitment and Development,149,27.0,4/9/20,NB040920C,2020,April,"$3,810.00 ",3 Years,,,New,4700-0-00-00000-00-0000,3 Years Subscription 4/8/2020 to 03/31/2023,"300 Sower Blvd, Frankfort, KY  40601",KY,38.184579,-84.848764
LaGrange College,150,50.0,11/2/20,NB110220A,2020,November,$500.00 ,3 Months,$500.00 ,,New,4700-0-00-00000-00-0000,3 Mo Subscription 9/1/2020 to 12/1/2020,"601 Broad Street, LaGrange, GA  30240",GA,33.039196000000004,-85.042635
LaGrange College,150,50.0,1/5/21,NB010521A,2021,January,$500.00,3 Months,,,Returning,4700-0-00-00000-00-0000,3 Mo Subscription 2/01/2021 to 4/30/2021,"601 Broad Street, LaGrange, GA  30240",GA,33.039196000000004,-85.042635
Lake Havasu USD,151,50.0,8/7/17,53,2017,August,"$6,300.00 ",3 Years,,2020.0,New,4700-0-00-00000-00-0000,3 Years Subscription 8/4/17 to 7/31/20,"2200 Havasupai Blvd, Lake Havasu City, AZ 86403",AZ,34.497007,-114.33106299999999
Lamar CISD,152,200.0,2/16/17,7,2017,February,"$4,500.00 ",1 Year,,2018.0,New,4700-0-00-00000-00-0000,1 Year Subscription 2/16/17 to 2/28/18,"3911 AVE I, ROSENBERG, 77471-3901",LA,29.558453999999998,-95.786392
Lebanon Valley College,153,220.0,9/1/20,NB090120P,2020,September,"$3,700.00 ",1 Year,"$3,700.00 ",2020.0,New,4700-0-00-00000-00-0000,1 Year Subscription 8/24/2020 to 8/31/2020,"101 N. College Avenue, Annville, PA  17003",PA,40.331722,-76.513914
Lee University School of Music,154,30.0,8/17/20,NB081720F,2020,August,$450.00 ,6 Months,$450.00 ,,New,4700-0-00-00000-00-0000,6 Months Subscription 9/1/2020 to 1/31/2021,"1120 N Ocoee St Cleveland, TN 37311",TN,35.165903,-84.87142
Lee University School of Music,154,15.0,12/9/20,NB121020A,2020,December,$412.00,1 Year,,,Returning,4700-0-00-00000-00-0000,3 Mo Subscription 2/01/2021 to 4/30/2021,"1120 N Ocoee St Cleveland, TN 37311",TN,35.165903,-84.87142
Lehigh Carbon Community College,155,75.0,9/29/20,NB092920,2020,September,"$2,250.00 ",1 Year,"$2,250.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 9/28/2020 to 9/30/2021,"4525 Education Park Dr, Schnecksville, PA 18078",PA,40.664274,-75.612503
Lewis University,156,150.0,9/1/20,NB090120E,2020,September,"$3,000.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 8/21/2020 to 8/31/2021,"1 University Parkway, Romeoville, IL 60446-2200",IL,41.605429,-88.079822
Lewis University,156,50.0,11/3/20,NB110320,2020,November,$500.00 ,1 Year,"$3,500.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/21/2020 to 8/31/2021,"1 University Parkway, Romeoville, IL 60446-2200",IL,41.605429,-88.079822
Lindsey Wilson College,157,100.0,1/4/21,NB010421E,2021,January,"$2,500.00",1 Year,,,New,4700-0-00-00000-00-0000,1 yr Subscription 1/5/2021 to 12/31/2021,"210 Lindsey Wilson Street, Columbia, KY 42778",KY,37.10241,-85.300196
Lorain County Community College,158,60.0,7/8/20,NB070820C,2020,July,$525.00 ,3 Months,"$2,500.00 ",,New,4700-0-00-00000-00-0000,3 Months Subscription 8/24/2020 to 11/30/2020,"1005 N. Abbe Rd, Elyria, OH  44035",OH,41.413115000000005,-82.07361800000001
Lorain County Community College,158,90.0,12/1/20,NB120120B,2020,December,"$1,200.00 ",6 Months,,,Returning,4700-0-00-00000-00-0000,6 Months Subscription 2/1/2021 to 7/31/2021,"1005 N. Abbe Rd, Elyria, OH  44035",OH,41.413115000000005,-82.07361800000001
Louisiana Board of Regents,159,7050.0,3/20/15,ATLAS 315,2015,March,"$72,000.00 ",1 Year,,,New,4700-0-00-00000-18-0000,1 Year Subscription 3/18/15 to 6/30/16,"1201 N 3rd St #6, Baton Rouge, LA 70802",LA,30.46019,-91.18853
Louisiana Board of Regents,159,6550.0,12/11/15,AJ5081,2015,December,"$67,000.00 ",1 Year,,2017.0,Returning,4700-0-00-00000-00-0000,1 Year Subscription 7/1/16 to 12/31/17,"1201 N 3rd St #6, Baton Rouge, LA 70802",LA,30.459975,-91.188601
Louisiana State University Baton Rouge,160,150.0,5/13/20,NB051320A,2020,May,"$3,000.00 ",1 Year,"$67,000.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 5/4/2020 to 04/30/2021,"223 Peabody Hall, LSU, Baton Rouge, LA  70803",LA,30.414918,-91.180665
Louisiana State University Baton Rouge,160,400.0,8/25/20,NB082520N,2020,August,"$4,000.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 5/4/2020 to 4/30/2021,"223 Peabody Hall, LSU, Baton Rouge, LA  70803",LA,30.414918,-91.180665
Louisiana State University of Alexandria,161,75.0,8/12/20,NB081220A,2020,August,$562.00 ,3 Months,,2020.0,New,4700-0-00-00000-00-0000,3 Months Subscription 8/12/2020 to 11/12/2020,"8100 US-71, Alexandria, LA 71302",LA,31.197474,-92.42179
Louisiana State University Shreveport,162,25.0,7/14/17,47,2017,July,"$1,750.00 ",1 Year,,2018.0,New,4700-0-00-00000-00-0000,1 Year Subscription 6/30/17 to 6/30/18,"One University Pl, Shreveport, LA 71115",LA,32.432158,-93.70181600000001
Louisiana Tech University,163,25.0,11/7/17,84,2017,November,"$2,700.00 ",1 Year,,2018.0,New,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2017 to 6/30/18,"201 Mayfield Ave, Ruston, LA 71270",LA,32.595875,-92.609638
Lyndonville Central School District,164,38.0,9/20/19,221,2019,September,"$1,880.00 ",1 Year,,2020.0,New,4700-0-00-00000-00-0000,1 Year Subscription 9/19/19 to 9/30/20,"25 Housel Ave, Lyndonville, NY 14098",NY,43.323493,-78.39410500000001
Manhattanville College,165,200.0,4/2/20,NB040220D,2020,April,$875.00 ,3 Months,,,New,4700-0-00-00000-00-0000,3 Months Subscription 4/2/2020 to 6/30/2020,"2900 Purchase Street, Purchase, NY 10577",NY,41.032181,-73.71566800000001
Manhattanville College,165,200.0,6/2/20,NB060220A,2020,June,$875.00 ,3 Months,,,Returning,4700-0-00-00000-00-0000,3 Months Subscription 7/1/2020 to 09/30/2020,"2900 Purchase Street, Purchase, NY 10577",NY,41.032181,-73.71566800000001
Manhattanville College,165,200.0,8/10/20,NB081020C,2020,August,$875.00 ,3 Months,$875.00 ,,Returning,4700-0-00-00000-00-0000,3 Months Subscription 9/30/2020 to 12/31/2020,"2900 Purchase Street, Purchase, NY 10577",NY,41.032181,-73.71566800000001
Manhattanville College,165,200.0,12/7/20,NB120720,2020,December,"$1,750.00 ",6 Months,"$1,750.00 ",,Returning,4700-0-00-00000-00-0000,6 Months Subscription 1/1/2021 to 06/30/2021,"2900 Purchase Street, Purchase, NY 10577",NY,41.032181,-73.71566800000001
Maricopa CC District Rio Salado College,166,1000.0,10/23/17,80,2017,October,"$26,250.00 ",3 Years,,2020.0,New,4700-0-00-00000-00-0000,3 Years Subscription 10/20/17 to 10/31/20,"2323 W 14th St, Tempe, AZ 85281",AZ,33.412756,-111.97403700000001
